"","AL.oldAL1","AL.oldAL2","CR.oldCR1","CR.oldCR2"
"4930572G02Rik",4,0,6,5
"Exoc5",114,64,91,306
"Ap5m1",17,23,20,57
"Naa30",50,12,17,85
"Slc35f4",1130,823,974,2077
"Armh4",7,6,2,9
"Ttc5",44,33,53,135
"Ccnb1ip1",4,2,1,1
"Parp2",25,24,29,80
"Tep1",85,50,59,149
"Gm26782",28,24,24,55
"Klhl33",2,1,3,3
"Osgep",24,14,42,63
"Apex1",2,1,1,8
"Pip4p1",59,32,56,154
"Pnp",9,9,14,25
"Rnase4",37,26,36,46
"Ang",15,5,8,25
"Rnase6",2,0,1,0
"Rnase1",0,1,0,0
"Gm7247",2,1,3,2
"Mettl17",26,15,27,61
"Slc39a2",0,3,0,1
"Ndrg2",0,2,0,0
"Arhgef40",8,3,8,11
"Zfp219",19,16,16,41
"Tmem253",1,1,0,3
"Gm49086",0,1,0,2
"Hnrnpc",274,150,237,732
"Rpgrip1",6,2,4,26
"Supt16",133,84,95,314
"Gm26590",10,4,6,9
"Chd8",302,142,231,558
"Rab2b",52,24,50,106
"Tox4",109,41,133,309
"Mettl3",20,15,15,34
"Sall2",2,3,0,5
"Gm43647",0,1,0,0
"Gm43434",1,0,0,0
"Trac",1,0,1,0
"Dad1",64,55,61,166
"Abhd4",15,4,17,40
"Gm43305",15,9,19,34
"5330426L24Rik",0,0,1,0
"Oxa1l",9,16,19,61
"Slc7a7",0,3,1,3
"Mrpl52",7,6,16,24
"Mmp14",2,0,0,0
"Gm56768",0,0,0,2
"Gm10366",0,1,0,0
"Lrp10",28,16,18,53
"Rem2",7,5,9,34
"Prmt5",15,15,9,35
"Haus4",3,1,2,9
"Ajuba",0,0,0,2
"4931414P19Rik",9,5,8,27
"Psmb5",2,7,4,10
"Cdh24",7,4,5,12
"Acin1",506,259,390,981
"4930579G18Rik",5,2,2,12
"1700123O20Rik",0,4,1,9
"Slc7a8",154,93,88,327
"Rnf212b",0,0,0,0
"Homez",2,3,2,6
"Ppp1r3e",2,2,9,22
"Bcl2l2",21,9,17,24
"Pabpn1",144,84,123,291
"Slc22a17",68,61,73,174
"Efs",0,0,0,0
"Ngdn",14,10,17,30
"Zfhx2os",15,10,13,43
"Zfhx2",802,376,616,1621
"Thtpa",1,3,3,4
"Ap1g2",9,9,8,30
"Jph4",16,15,10,30
"Dhrs4",9,14,6,25
"Carmil3",101,42,48,185
"Cpne6",0,0,1,2
"Pck2",51,42,42,112
"A730061H03Rik",1,1,0,0
"Dcaf11",81,40,38,144
"Gm15932",0,1,0,2
"Psme1",17,11,8,32
"Emc9",10,8,4,15
"Psme2",10,2,7,29
"Rnf31",19,13,14,56
"Irf9",8,4,11,30
"Rec8",30,17,16,65
"Ipo4",18,20,15,53
"Tm9sf1",15,19,16,48
"Gm49747",1,2,1,1
"Tssk4",0,1,0,2
"Mdp1",15,5,8,14
"Nedd8",12,12,9,22
"Gmpr2",3,12,8,20
"Tinf2",6,4,8,28
"Gm49067",6,2,1,9
"Rabggta",9,7,10,29
"Dhrs1",6,4,5,11
"Nop9",9,6,11,18
"Adcy4",0,0,0,0
"Ripk3",0,0,0,0
"Nfatc4",0,0,0,0
"Nynrin",14,5,5,15
"Cbln3",0,1,2,2
"Khnyn",54,26,51,143
"Sdr39u1",4,4,2,13
"Rnf17",12,6,8,17
"Cenpj",54,37,29,102
"Parp4",156,88,107,287
"Gm16573",2,0,1,3
"Mphosph8",139,71,113,269
"Gm16973",15,9,20,39
"Pspc1",188,88,160,430
"Zmym5",193,98,183,439
"2410022M11Rik",1,2,2,7
"Zmym2",385,183,307,788
"Cryl1",222,82,164,551
"Ift88",219,118,194,507
"Ift88os",1,0,0,2
"Il17d",4,6,6,36
"Eef1akmt1",13,13,11,41
"Xpo4",167,72,139,346
"Lats2",0,3,1,4
"Sap18",15,3,20,34
"Ska3",0,0,3,2
"Mrpl57",4,2,1,3
"Zdhhc20",215,104,244,542
"Micu2",278,130,249,611
"3110083C13Rik",3,2,0,4
"Fgf9",66,39,31,163
"Gm33321",2,1,4,5
"Rcbtb1",128,77,107,234
"Phf11a",0,0,0,0
"Phf11b",0,0,0,2
"Phf11d",0,0,1,2
"Phf11c",2,5,1,11
"Setdb2",32,19,17,47
"Cab39l",130,60,108,289
"Cdadc1",135,59,114,244
"Shisa2",5,13,4,4
"Atp8a2",315,137,303,672
"Gm49336",68,45,53,227
"Mtmr6",107,79,92,222
"Amer2",40,13,28,67
"Gm29266",2,6,2,19
"Spata13",63,50,79,232
"C1qtnf9",0,0,2,3
"Mipep",68,24,52,143
"Tnfrsf19",0,0,0,0
"Sacs",54,31,46,168
"Ebpl",12,12,14,27
"Kpna3",188,99,100,378
"Spryd7",20,27,23,53
"Trim13",1,0,4,7
"Dleu2",196,36,145,651
"Kcnrg",0,0,0,2
"Gm27010",0,0,1,0
"Gm27017",9,7,5,32
"Gm56761",3,1,0,3
"Gm35419",0,0,0,0
"Rnaseh2b",21,7,25,57
"Fam124a",0,0,0,3
"Serpine3",0,0,0,1
"Ints6",228,152,233,479
"Wdfy2",149,76,102,277
"Ctsb",33,33,36,77
"Fdft1",90,93,108,257
"Neil2",56,30,34,105
"Gata4",0,2,1,6
"Blk",2,0,0,2
"Fam167a",21,23,41,72
"Mtmr9",29,19,14,60
"Gm15918",44,15,33,85
"Xkr6",928,533,956,2357
"Gm56759",2,1,3,3
"Pinx1",33,17,27,58
"Sox7",0,0,0,0
"Msra",147,84,108,368
"Mir124a-1hg",2,0,1,2
"Kif13b",663,338,482,1539
"Hmbox1",316,158,251,704
"Ints9",84,56,61,164
"Extl3",73,56,96,198
"Gm41177",4,5,2,5
"Fzd3",96,54,73,182
"Fbxo16",67,55,58,141
"Gm48433",0,0,0,3
"Zfp395",90,60,79,210
"Pnoc",2,2,1,1
"Elp3",154,114,106,414
"Nuggc",1,2,3,1
"Ccdc25",22,20,20,56
"Scara3",0,0,0,0
"Clu",16,14,23,17
"Gulo",0,0,0,0
"Ephx2",4,2,5,11
"Ptk2b",129,93,177,586
"1700001G11Rik",1,0,0,2
"Trim35",63,71,107,213
"Adra1a",0,0,10,0
"Dpysl2",169,94,146,364
"Gm5464",1,1,1,0
"Pnma2",3,3,2,2
"Bnip3l",68,40,81,253
"Ppp2r2a",182,105,119,495
"Ebf2",0,0,0,0
"Cdca2",0,1,1,0
"Kctd9",28,19,16,69
"Gnrh1",3,1,2,5
"Dock5",84,40,80,165
"Nefm",38,27,26,47
"Gm31227",5,6,6,10
"Adam28",0,1,0,1
"Stc1",0,0,0,0
"Slc25a37",17,14,15,36
"Gm27222",1,0,2,3
"Gm16867",0,1,0,1
"Loxl2",31,20,17,53
"R3hcc1",17,5,2,13
"Chmp7",14,9,11,47
"Tnfrsf10b",0,1,4,7
"Rhobtb2",25,19,32,58
"Pebp4",0,0,0,0
"Gm33524",0,0,0,0
"Egr3",38,0,35,73
"Bin3",57,40,68,149
"Ccar2",43,22,26,105
"9930012K11Rik",0,0,0,0
"Pdlim2",0,0,0,0
"Sorbs3",24,9,36,65
"Gm49417",27,14,40,89
"Ppp3cc",132,83,116,291
"1700031C06Rik",0,0,2,0
"Slc39a14",72,41,67,158
"Piwil2",3,3,0,0
"Polr3d",28,13,27,75
"Phyhip",5,2,1,13
"Bmp1",131,112,97,345
"Lgi3",1,0,0,0
"Reep4",11,4,4,15
"Hr",2,0,0,1
"Nudt18",3,1,2,16
"Fhip2b",37,16,22,66
"Dmtn",9,5,9,20
"Fgf17",0,0,0,2
"Npm2",1,1,5,6
"Xpo7",338,219,347,862
"Gm56755",2,2,1,4
"Dok2",7,1,1,6
"Gfra2",0,0,0,1
"Fndc3a",1564,787,1283,3603
"Gm16549",2,2,2,3
"Gm41206",0,3,6,4
"Cysltr2",0,1,0,6
"Rcbtb2",44,25,43,125
"Gm17233",3,0,3,5
"Rb1",205,116,176,533
"Lpar6",6,4,4,19
"Itm2b",223,128,257,631
"Med4",9,7,15,53
"Nudt15",5,2,2,6
"Sucla2",48,33,43,93
"Gm49164",1,3,0,5
"Gm49171",1,0,1,3
"Htr2a",0,0,0,0
"Esd",24,14,12,44
"Lrch1",710,468,786,1871
"Gm10847",0,1,3,2
"Rubcnl",2,1,0,0
"Lrrc63",0,1,1,3
"Lcp1",5,5,1,10
"Cpb2",31,26,38,44
"Zc3h13",308,132,242,652
"Gm49200",0,0,0,0
"Siah3",1,4,4,4
"Cog3",122,108,104,372
"Slc25a30",15,7,12,22
"Gm4285",7,3,7,8
"Tpt1",91,73,96,218
"Gtf2f2",203,163,158,497
"Kctd4",2,4,1,4
"Gpalpp1",43,17,59,93
"Nufip1",42,21,37,102
"Tsc22d1",524,400,382,1468
"E130202H07Rik",3,0,1,4
"Serp2",31,20,17,72
"1700108F19Rik",6,0,1,2
"4930431P22Rik",0,0,2,3
"Gm48968",0,0,1,0
"Lacc1",56,30,44,109
"Ccdc122",40,34,79,120
"Enox1",837,316,810,1843
"Gm6994",3,5,7,6
"Gm56765",1,2,4,5
"Gm49003",6,0,10,6
"Dnajc15",32,20,58,70
"Epsti1",3,3,20,15
"Akap11",204,129,235,653
"Dgkh",447,121,363,1339
"Vwa8",517,365,500,1324
"Gm4632",1,0,1,2
"Rgcc",23,2,0,37
"Naa16",102,81,94,190
"Mtrf1",10,6,10,26
"Kbtbd7",8,0,0,5
"Wbp4",58,24,54,129
"Elf1",182,116,181,488
"Sugt1",42,34,41,120
"Cnmd",0,0,1,0
"Pcdh8",1,0,1,0
"Gm6999",1086,727,487,2635
"Gm10845",5,0,1,5
"Gm49542",139,94,54,346
"Olfm4",121,77,58,245
"Pcdh17",2,2,0,1
"4930529K09Rik",0,0,0,1
"Gm32815",0,0,0,0
"Diaph3",0,8,0,6
"Tdrd3",98,74,68,211
"Pcdh9",149,25,30,267
"Klhl1",0,4,12,12
"Dach1",2203,984,1627,4661
"Mzt1",30,15,21,58
"Bora",11,5,9,25
"Dis3",35,30,35,70
"Pibf1",249,129,265,617
"Klf5",198,68,174,499
"Klf12",1222,653,1070,3175
"4930517O19Rik",12,6,7,29
"Gm41231",18,14,11,24
"Gm56750",1,0,5,0
"6330576A10Rik",1,1,0,3
"Tbc1d4",76,54,42,193
"Commd6",6,2,3,8
"Uchl3",57,31,30,103
"Lmo7",473,180,375,1074
"Gm34589",0,0,0,0
"Kctd12",31,30,26,56
"Cln5",7,2,5,24
"Fbxl3",156,89,146,450
"Mycbp2",1258,711,1041,2667
"1700087I21Rik",9,9,3,19
"Gm34907",4,3,2,3
"Scel",28,28,40,103
"Slain1",99,45,53,183
"Ednrb",2,2,0,0
"4930432J09Rik",0,0,0,0
"Pou4f1",1,0,0,2
"Obi1",42,20,40,95
"D130009I18Rik",0,3,60,0
"Rbm26",540,324,463,1169
"Gm17066",15,4,8,31
"Gm56767",2,1,4,3
"Ndfip2",161,78,142,348
"Gm10076",1,5,12,18
"Spry2",3,0,4,7
"Slitrk1",2,0,0,2
"Slitrk6",53,37,30,37
"Gm30439",0,0,0,0
"Slitrk5",0,0,0,0
"Tpm3-rs7",0,2,3,5
"Mir17hg",0,0,0,0
"Gpc5",0,0,3,4
"Gpc6",78,100,75,137
"Dct",3,0,2,1
"Tgds",33,17,22,68
"Gpr180",48,45,53,120
"Abcc4",212,100,187,497
"Cldn10",0,0,1,1
"Dzip1",50,19,38,121
"Gm49179",3,1,4,7
"Gm56747",0,0,0,0
"Dnajc3",204,180,159,445
"Gm49768",14,2,18,33
"Uggt2",239,147,206,505
"Gm16835",29,13,24,56
"Hs6st3",7758,5202,8038,20010
"1700006F04Rik",0,4,4,6
"4930404K13Rik",2,0,0,1
"Gm4681",3,2,3,23
"Mbnl2",1793,828,1544,4568
"Gm26679",0,0,0,3
"Rap2a",17,16,15,43
"Ipo5",64,21,52,145
"Farp1",835,461,871,2228
"B930095G15Rik",40,23,44,121
"Stk24",167,69,134,380
"Slc15a1",0,0,0,0
"Gm49035",1,0,0,4
"Dock9",493,261,443,1210
"1810041H14Rik",2,1,3,1
"Ubac2",141,92,131,369
"Gpr18",2,0,0,2
"Gpr183",3,3,7,0
"Timm8a2",1,0,0,1
"A330035P11Rik",4,5,4,15
"Gm56752",0,3,2,2
"Tm9sf2",228,151,192,565
"Clybl",155,66,149,372
"1700108J01Rik",1,0,1,1
"Gm5089",4,1,4,8
"Pcca",365,253,231,798
"Ggact",31,30,43,143
"4930594M22Rik",14,6,6,25
"Tmtc4",27,18,17,47
"Gm54621",0,1,0,0
"Gm33906",2,0,1,1
"Nalcn",1040,490,1185,2731
"Itgbl1",0,0,7,1
"Fgf14",592,325,603,1530
"1700024B18Rik",2,2,1,10
"Selenop",70,80,72,193
"Ccdc152",7,8,10,20
"Ghr",2557,1549,2567,7399
"Fbxo4",24,13,33,60
"Rimoc1",82,54,47,149
"Gm2093",1,0,1,2
"BC037032",8,2,4,15
"Oxct1",192,121,160,470
"Gm15632",0,1,2,1
"Plcxd3",858,486,836,2012
"C6",1,0,1,1
"C7",1,0,1,2
"Card6",5,12,5,17
"Rpl37",13,15,29,14
"Prkaa1",131,84,112,308
"Gm15938",2,0,3,1
"Ttc33",35,20,35,86
"Ptger4",6,9,7,6
"Dab2",1,3,0,1
"Fyb",27,5,22,63
"Gm2245",1,0,2,0
"Rictor",341,188,328,945
"Osmr",0,0,0,0
"Lifr",39,32,38,138
"Egflam",2,12,1,24
"Gm16029",0,0,0,1
"Gm49207",0,0,0,3
"Wdr70",164,95,124,443
"Nup155",51,36,78,150
"Cplane1",531,213,400,1116
"Nipbl",1099,516,864,2354
"Gm31282",1,0,0,0
"Slc1a3",0,0,1,1
"Ranbp3l",2,0,1,2
"Nadk2",102,43,106,286
"Skp2",10,10,8,16
"Lmbrd2",79,45,95,213
"Capsl",123,38,125,294
"Il7r",0,1,0,0
"Spef2",0,3,6,10
"Prlr",926,573,570,2540
"Agxt2",72,30,69,189
"Dnajc21",292,122,197,785
"Brix1",56,22,60,133
"Rad1",10,3,4,16
"Ttc23l",0,0,0,1
"Rai14",2,2,0,0
"4930556M19Rik",0,0,0,2
"Amacr",6,3,3,9
"Adamts12",0,1,0,0
"Tars",44,31,19,83
"Npr3",0,0,0,0
"Sub1",83,34,56,130
"Gm34759",198,58,78,391
"Zfr",550,315,502,1200
"Mtmr12",152,80,109,364
"Gm56692",3,0,1,2
"Golph3",149,58,114,366
"Pdzd2",0,8,1,1
"6030458C11Rik",21,20,28,69
"Drosha",102,61,84,184
"Cdh9",21,20,34,73
"Gm49127",0,0,0,0
"Cdh10",0,0,0,0
"Cdh12",0,0,0,12
"Cdh18",5,4,7,16
"Gm35769",0,2,3,4
"Gm2824",25,9,27,58
"Gm35996",0,1,4,1
"9230109A22Rik",0,1,0,1
"4930445E18Rik",0,0,1,3
"Basp1",11,8,13,35
"Myo10",524,350,459,1303
"Retreg1",225,116,246,520
"Zfp622",113,39,77,279
"Marchf11",10,11,23,21
"Fbxl7",8,18,10,1
"Gm49267",0,0,0,0
"Gm36899",4,1,3,3
"Ank",1581,854,1851,4209
"Otulin",165,99,144,398
"Otulinl",30,20,37,76
"Trio",1036,480,780,2527
"Dnah5",0,0,0,0
"Ctnnd2",2934,1590,2720,7195
"4930570B17Rik",5,4,3,11
"Dap",123,132,102,245
"Ankrd33b",217,106,145,466
"Ropn1l",11,4,4,20
"Gm49208",0,1,1,2
"Marchf6",222,148,249,598
"Gm49216",1,0,2,0
"Cmbl",12,13,11,19
"Cct5",23,18,14,58
"Atpsckmt",34,27,24,68
"Snhg18",2,5,2,4
"Sema5a",12,7,10,43
"Gm32618",1,2,9,5
"Sdc2",69,27,65,151
"Cpq",922,487,823,2132
"Gm56714",4,0,5,17
"4930592A05Rik",1,0,1,2
"Tspyl5",9,9,7,5
"Gm41291",0,0,0,0
"Mtdh",262,149,231,621
"Laptm4b",146,68,131,372
"Matn2",38,38,25,53
"Rpl30",17,14,32,16
"Erich5",5,6,4,12
"Rida",2,7,9,12
"Pop1",8,20,9,24
"Nipal2",747,347,776,1869
"4930413F20Rik",2,0,0,2
"Stk3",232,114,162,552
"4921515G04Rik",0,2,2,2
"Vps13b",1143,600,893,2527
"Cox6c",13,14,13,17
"Rgs22",2,0,4,5
"Fbxo43",2,1,0,2
"Polr2k",9,10,7,15
"Spag1",26,23,25,32
"Gm41293",0,0,0,2
"Rnf19a",110,45,90,240
"Gm33936",1,0,1,1
"Gm34093",0,0,0,0
"Gm34316",0,0,0,1
"Ankrd46",11,8,15,34
"Pabpc1",111,66,128,318
"Gm46515",5,3,5,12
"Gm56743",3,3,3,7
"Ywhaz",1076,224,600,2073
"Gm41300",1,0,0,2
"Gm34590",3,2,1,6
"Zfp706",18,6,12,48
"Gm26766",3,1,1,0
"Grhl2",1,0,2,3
"Ncald",300,224,251,721
"Gm15941",3,1,2,8
"4930447A16Rik",4,1,0,6
"Gm15940",0,0,1,0
"Gm35019",3,4,2,2
"Rrm2b",50,32,25,97
"Gm49085",1,2,2,3
"Ubr5",882,411,660,1870
"Gm49312",0,0,1,0
"Gm49313",0,0,0,4
"Klf10",74,37,65,129
"Gm56722",4,0,3,2
"Gm35248",10,5,8,12
"Gm41307",0,0,3,0
"G930009F23Rik",0,0,0,0
"Azin1",318,106,201,781
"Gm49077",12,11,3,18
"2310043O21Rik",1,1,4,2
"1100001I12Rik",1,0,0,2
"Atp6v1c1",114,76,96,288
"Baalc",1,0,9,12
"Gm26704",0,2,1,1
"Fzd6",59,39,41,171
"Cthrc1",7,14,8,22
"Slc25a32",28,12,53,136
"Dcaf13",57,35,51,146
"Rims2",1822,1030,1526,4216
"Dcstamp",0,0,0,0
"Dpys",0,1,1,3
"Lrp12",190,86,159,427
"9330182O14Rik",0,0,2,1
"Zfpm2",3,1,0,1
"Oxr1",509,338,606,1126
"Gm26854",0,3,1,3
"Abra",0,1,2,5
"Angpt1",1,0,1,0
"Eif3e",68,31,72,133
"Gm10373",3,10,10,25
"Emc2",59,25,34,116
"Nudcd1",26,45,29,81
"Eny2",36,26,42,101
"Pkhd1l1",0,0,1,1
"Ebag9",11,23,12,31
"Sybu",154,100,161,318
"1700022A22Rik",0,0,0,1
"Csmd3",2,3,6,7
"Trps1",895,443,804,1674
"Gm48913",0,1,0,6
"Eif3h",98,50,63,209
"Utp23",3,6,1,4
"Rad21",131,108,111,282
"Aard",1,4,1,3
"Slc30a8",2379,1122,2017,6245
"Med30",5,3,7,9
"Ext1",1203,733,854,2548
"Samd12",416,392,371,1057
"Tnfrsf11b",12,10,5,15
"Colec10",0,0,0,0
"Mal2",18,7,26,39
"Ccn3",0,0,0,3
"Enpp2",262,130,471,1122
"Gm26684",0,1,0,2
"Taf2",123,57,77,222
"Dscc1",1,1,1,3
"Gm9920",5,4,10,8
"Deptor",616,358,735,1814
"Col14a1",1,5,1,5
"Mrpl13",23,11,14,17
"Mtbp",25,6,12,67
"Sntb1",1,14,0,5
"Has2os",1,0,2,0
"Gm2582",0,1,4,3
"Zhx2",339,237,296,896
"9330154K18Rik",1,0,0,0
"Derl1",129,91,114,377
"Tbc1d31",15,13,9,45
"9130401M01Rik",1,5,4,10
"Gm29394",12,8,11,25
"Zhx1",31,33,30,76
"Atad2",35,28,15,58
"Wdyhv1",32,20,41,86
"Fbxo32",98,69,141,333
"Gm15943",11,7,6,34
"Klhl38",4,0,5,0
"Anxa13",1,0,0,2
"Fam91a1",140,70,144,445
"Fer1l6",9,13,12,29
"Gm20712",17,6,18,44
"Tmem65",547,318,442,1716
"Trmt12",5,7,1,6
"Rnf139",41,29,41,93
"Tatdn1",43,31,37,90
"Ndufb9",12,8,5,26
"Mtss1",725,452,628,1789
"4930544F09Rik",0,2,1,5
"Sqle",67,45,71,188
"Washc5",76,38,69,151
"Nsmce2",408,264,468,1226
"Gm36677",0,0,1,9
"Gm56717",1,0,1,3
"Gm56697",2,3,2,4
"Trib1",100,81,114,243
"Gm19510",3,1,2,3
"Gm2682",2,1,0,0
"Lratd2",3,2,4,11
"9930014A18Rik",0,1,3,4
"4930402D18Rik",0,0,0,0
"Gm38563",2,0,0,4
"D030024E09Rik",0,0,0,1
"Myc",5,2,3,6
"Pvt1",24,22,26,48
"Gm41333",0,1,0,0
"Gm41335",0,1,0,1
"Cyrib",306,189,267,725
"Asap1",701,332,457,1563
"Adcy8",21,5,26,35
"Efr3a",144,93,164,356
"Kcnq3",3,3,10,9
"Gm30929",2,0,1,5
"Dnaaf11",45,33,41,121
"Tmem71",10,15,12,31
"Phf20l1",597,334,480,1423
"Tg",0,0,0,0
"Sla",0,1,0,0
"Ccn4",0,0,0,1
"Ndrg1",477,186,216,947
"Gm2895",3,3,4,2
"Gm31342",0,0,2,0
"St3gal1",141,35,75,196
"1700012I11Rik",0,0,0,1
"Zfat",54,27,66,162
"Gm26621",5,1,4,20
"Gm20732",67,56,60,165
"Khdrbs3",350,202,313,900
"Gm49422",0,0,0,0
"Fam135b",284,319,157,442
"Kcnk9",0,0,0,1
"Gm49460",1,0,1,2
"Trappc9",536,427,509,1359
"Peg13",12,5,2,21
"Chrac1",12,2,12,36
"Ago2",523,266,447,1141
"Ptk2",233,150,195,534
"1700085D07Rik",5,3,2,3
"Gm49066",9,7,2,4
"Dennd3",79,41,69,169
"Slc45a4",119,84,66,257
"Gpr20",0,0,0,0
"Ptp4a3",47,25,35,111
"Mroh5",0,1,1,0
"Arc",0,7,11,39
"Jrk",0,2,2,0
"4933427E11Rik",0,1,1,1
"Them6",0,0,0,2
"Lynx1",0,0,0,0
"Ly6d",1,3,0,0
"Gm39556",0,0,0,0
"Ly6e",5,10,15,12
"Ly6a",0,0,0,0
"Gm28068",2,0,0,0
"Ly6c1",0,2,0,0
"Ly6h",0,0,1,0
"Gpihbp1",1,1,0,0
"Zfp41",2,0,3,5
"Top1mt",3,3,0,5
"Rhpn1",10,3,3,12
"Mafa",44,36,7,52
"Zc3h3",149,93,111,345
"Gsdmd",1,1,0,9
"Naprt",0,0,3,6
"Eef1d",22,21,17,66
"Tigd5",0,2,0,0
"Pycrl",4,3,5,11
"Gfus",16,5,19,50
"Zfp623",1,1,0,1
"Zfp707",21,7,12,50
"Ccdc166",2,0,0,3
"Mapk15",63,34,72,201
"Fam83h",12,8,14,29
"Iqank1",17,10,23,59
"Scrib",37,17,19,72
"Puf60",66,23,59,174
"Gm48952",0,0,1,2
"Nrbp2",51,16,44,110
"Gm41349",0,1,2,2
"Eppk1",8,6,9,29
"BC024139",0,0,0,1
"Plec",57,49,50,138
"Parp10",22,16,19,50
"Grina",46,33,42,107
"Smpd5",0,0,0,0
"Oplah",0,3,2,5
"Exosc4",1,1,3,6
"Gpaa1",13,9,10,24
"Cyc1",13,7,12,16
"Sharpin",14,16,25,47
"Maf1",16,11,17,49
"Gm35339",9,5,4,15
"Hgh1",2,2,1,11
"Mroh1",119,89,122,336
"Bop1",16,19,14,46
"Hsf1",87,47,82,187
"Dgat1",39,17,36,66
"Scrt1",9,19,12,12
"Fbxl6",12,9,11,40
"Slc52a2",4,2,2,9
"Adck5",19,13,18,61
"Cpsf1",18,14,18,61
"Vps28",15,7,3,18
"Tonsl",2,2,4,11
"Tmem276-zftraf1",10,12,13,54
"Cyhr1",19,12,18,45
"Tmem276",4,6,4,14
"Kifc2",21,19,25,54
"Ppp1r16a",31,21,27,58
"Gpt",11,5,8,13
"Mfsd3",4,1,1,8
"Recql4",6,1,3,6
"Lrrc14",3,10,15,20
"Lrrc24",9,13,8,13
"C030006K11Rik",3,3,7,9
"Arhgap39",154,77,91,321
"Zfp251",29,33,41,77
"Zfp7",3,9,14,15
"Commd5",1,1,0,3
"Rpl8",17,16,30,33
"Zfp647",1,2,1,5
"1110038F14Rik",20,9,11,47
"Gm35933",1,0,0,0
"Mb",0,0,0,0
"Rbfox2",988,603,788,2265
"1700109K24Rik",3,7,5,10
"Apol10b",1,0,4,5
"Apol8",3,0,1,9
"Myh9",133,99,144,330
"Gm56741",1,0,0,1
"Txn2",25,19,26,52
"Foxred2",53,27,26,98
"Eif3d",20,10,18,43
"Gm17638",6,6,4,8
"Cacng2",10,20,16,37
"A730060N03Rik",0,0,1,1
"Ift27",5,6,10,18
"Gm49694",1,2,1,0
"Ncf4",0,0,0,0
"Csf2rb2",0,0,0,0
"Csf2rb",0,0,0,0
"Tst",0,1,0,0
"Mpst",0,1,0,3
"Kctd17",4,4,0,7
"Tmprss6",9,6,7,19
"Il2rb",0,0,0,2
"C1qtnf6",2,4,8,9
"Sstr3",42,49,29,121
"Rac2",0,0,0,0
"Gm36738",1,3,1,6
"Cyth4",4,2,1,7
"Elfn2",0,2,0,0
"Mfng",1,0,0,0
"Card10",1,0,1,3
"Cdc42ep1",0,0,0,0
"Gga1",72,37,50,167
"Sh3bp1",1,0,0,3
"Pdxp",4,0,0,5
"Lgals1",0,0,0,0
"Nol12",14,11,6,24
"Triobp",12,5,14,36
"Gm10865",2,1,1,5
"Gm17753",3,4,9,12
"Gm49544",1,0,0,0
"H1f0",28,45,29,42
"Gcat",3,2,4,10
"Galr3",2,0,2,3
"Gm3924",3,0,1,6
"Ankrd54",64,40,47,173
"Eif3l",14,14,21,42
"Micall1",35,29,44,75
"1700088E04Rik",6,3,13,31
"Polr2f",8,4,5,17
"Gm10863",0,0,0,1
"Pick1",78,58,59,219
"Baiap2l2",14,19,41,84
"Pla2g6",117,69,109,238
"Maff",146,38,117,323
"Gm56727",3,2,1,10
"Tmem184b",180,101,163,483
"Csnk1e",64,11,46,106
"Gm16059",0,0,1,1
"Kcnj4",4,2,3,10
"Kdelr3",19,25,37,69
"Ddx17",1122,584,914,2647
"Dmc1",6,5,10,21
"Fam227a",73,26,66,211
"Cby1",13,9,14,27
"Tomm22",6,2,4,8
"Josd1",58,21,53,130
"Gtpbp1",72,30,74,171
"Sun2",31,9,39,99
"Gm16576",2,1,3,12
"Dnal4",12,7,4,19
"Nptxr",30,19,27,90
"Cbx6",77,46,83,177
"D730005E14Rik",1,0,0,1
"Apobec3",61,44,100,184
"Cbx7",95,41,113,268
"Pdgfb",6,0,11,4
"Gm41361",20,3,23,36
"Rpl3",10,22,34,73
"Syngr1",14,17,7,47
"Tab1",58,44,47,135
"Mgat3",133,83,176,298
"Mief1",37,26,31,87
"Gm56706",0,0,1,0
"Atf4",124,56,95,253
"Rps19bp1",2,2,1,9
"Cacna1i",0,0,0,0
"Enthd1",1,2,0,2
"Grap2",2,0,0,0
"Fam83f",2,1,0,5
"Tnrc6b",994,565,988,2568
"Gm49512",0,0,0,0
"Adsl",19,18,12,49
"Sgsm3",126,97,145,403
"Mrtfa",193,141,202,573
"8430426J06Rik",1,4,0,9
"Slc25a17",50,47,62,146
"St13",128,97,81,274
"Xpnpep3",53,51,40,135
"Rbx1",39,23,55,100
"Gm56709",0,0,0,0
"Ep300",288,136,264,633
"L3mbtl2",21,12,24,46
"Chadl",0,3,3,10
"Rangap1",60,60,40,145
"Zc3h7b",82,63,79,189
"Gm17597",2,0,0,1
"Tef",121,82,178,491
"Tob2",22,20,33,35
"Phf5a",8,11,12,32
"Aco2",185,124,178,517
"Polr3h",19,21,20,34
"Csdc2",3,1,0,10
"Pmm1",11,5,4,22
"Xrcc6",55,49,81,220
"Desi1",138,109,169,472
"Snu13",19,8,14,35
"Ccdc134",44,26,46,93
"Gm56711",2,2,2,4
"Srebf2",272,151,361,821
"Septin3",18,9,14,41
"Wbp2nl",0,1,0,1
"Naga",60,41,61,181
"Pheta2",0,0,0,0
"Smdt1",9,12,11,35
"Ndufa6",10,20,12,21
"Gm56734",1,1,0,0
"Gm56716",1,3,2,4
"Gm56730",9,10,6,39
"Cyp2d22",8,6,4,13
"Cyp2d26",0,0,0,5
"Tcf20",554,327,498,1122
"Gm20324",1,1,0,7
"Gm29019",1,1,1,5
"Nfam1",5,2,0,4
