,AL.oldAL1,AL.oldAL2,CR.oldCR1,CR.oldCR2
Eny2,203,240,312,530
Pkhd1l1,0,3,1,1
Ebag9,71,94,66,104
Sybu,493,761,557,1069
1700022A22Rik,1,0,1,0
Csmd3,16,20,10,29
Trps1,1481,1825,1248,2803
Gm48913,3,3,7,7
Eif3h,312,424,286,648
Utp23,14,21,13,13
Rad21,633,674,518,948
Aard,30,32,44,36
Slc30a8,17147,22429,22523,38729
Med30,20,22,29,33
Ext1,4443,5427,3388,8135
Samd12,630,915,759,1137
Tnfrsf11b,1,3,2,6
Colec10,2,5,3,3
Mal2,67,49,35,105
Ccn3,1,0,0,0
Enpp2,299,290,408,1216
Gm26684,1,2,2,2
Taf2,471,494,390,1010
Dscc1,14,8,11,11
Gm9920,16,39,38,53
Deptor,2412,2708,2375,5260
Col14a1,3,3,9,16
Mrpl13,51,76,56,102
Mtbp,100,72,78,166
Sntb1,100,100,52,50
Has2os,0,0,5,4
Gm2582,2,4,1,3
Zhx2,1235,1614,1117,2549
9330154K18Rik,7,2,2,6
Derl1,472,464,587,1108
Tbc1d31,128,146,147,285
9130401M01Rik,23,13,21,22
Gm29394,44,42,41,61
Zhx1,95,110,91,167
Atad2,174,99,107,178
Wdyhv1,88,95,77,106
Fbxo32,138,170,291,389
Gm15943,29,27,24,59
Klhl38,15,10,19,37
Anxa13,0,5,6,3
Fam91a1,568,513,562,1220
Fer1l6,16,84,18,28
Gm20712,18,27,25,64
Tmem65,841,1819,1101,2441
Trmt12,19,16,13,12
Rnf139,148,141,238,361
Tatdn1,190,306,219,406
Ndufb9,29,77,63,138
Mtss1,2661,2537,1777,4560
4930544F09Rik,6,16,7,8
Sqle,124,144,130,204
Washc5,243,295,273,480
Nsmce2,1863,1897,2184,3835
Gm36677,6,5,2,9
Gm56717,2,1,2,3
Gm56697,4,7,5,8
Trib1,386,330,224,775
Gm19510,2,3,1,9
Gm2682,118,196,0,4
Lratd2,16,16,14,31
9930014A18Rik,3,5,1,7
4930402D18Rik,0,1,0,1
Gm38563,0,1,0,3
D030024E09Rik,3,0,1,1
Myc,8,8,5,16
Pvt1,634,730,830,1259
Gm41333,0,1,0,2
Gm41335,6,0,6,1
Cyrib,1507,1706,1474,3049
Asap1,2313,2517,1650,4307
Adcy8,33,13,12,26
Efr3a,718,780,767,1502
Kcnq3,10,11,0,7
Gm30929,2,3,0,0
Dnaaf11,93,122,85,156
Tmem71,102,122,97,302
Phf20l1,1906,2120,1879,3964
Tg,5,2,0,2
Sla,26,31,1,2
Ccn4,3,6,2,4
Ndrg1,726,751,788,1724
Gm2895,6,8,6,13
Gm31342,0,5,1,3
St3gal1,161,135,93,247
1700012I11Rik,0,1,2,1
Zfat,289,260,243,555
Gm26621,17,43,14,50
Gm20732,195,342,351,708
Khdrbs3,1578,1641,1481,2957
Gm49422,1,1,2,1
Fam135b,441,466,240,472
Kcnk9,0,4,0,0
Gm49460,2,5,1,4
Trappc9,1364,2560,1350,3032
Peg13,23,36,15,9
Chrac1,72,48,93,129
Ago2,1117,1404,1055,2916
Ptk2,902,1043,815,1886
1700085D07Rik,15,17,19,42
Gm49066,31,79,47,79
Dennd3,386,371,378,665
Slc45a4,401,389,365,695
Gpr20,0,1,0,2
Ptp4a3,99,147,58,156
Mroh5,2,4,0,6
Arc,6,11,7,24
Jrk,2,11,6,8
4933427E11Rik,2,0,4,1
Them6,0,4,0,1
Lynx1,3,0,2,3
Ly6d,13,13,0,7
Gm39556,2,2,0,0
Ly6e,51,46,97,108
Ly6a,12,18,3,4
Gm28068,6,2,0,1
Ly6c1,6,6,0,2
Ly6h,5,7,3,4
Gpihbp1,1,2,0,2
Zfp41,6,6,7,4
Top1mt,21,36,9,24
Rhpn1,6,5,6,15
Mafa,20,100,1,42
Zc3h3,381,410,254,639
Gsdmd,4,4,2,6
Naprt,5,4,1,6
Eef1d,76,125,66,166
Tigd5,3,0,0,1
Pycrl,16,30,11,14
Gfus,55,88,67,126
Zfp623,9,12,5,1
Zfp707,44,55,41,82
Ccdc166,9,13,3,1
Mapk15,254,187,377,620
Fam83h,50,42,28,65
Iqank1,71,71,93,127
Scrib,75,108,62,157
Puf60,263,258,309,661
Gm48952,4,3,2,2
Nrbp2,98,94,87,186
Gm41349,2,1,0,5
Eppk1,67,66,91,137
BC024139,4,1,1,3
Plec,281,258,223,346
Parp10,86,94,74,112
Grina,137,147,161,230
Smpd5,0,1,0,2
Oplah,12,18,5,8
Exosc4,10,22,12,18
Gpaa1,24,46,32,61
Cyc1,38,56,35,71
Sharpin,60,89,65,152
Maf1,56,69,64,119
Gm35339,32,35,9,38
Hgh1,10,18,4,25
Mroh1,283,341,264,436
Bop1,72,112,44,112
Hsf1,273,346,325,624
Dgat1,84,101,81,145
Scrt1,27,41,7,3
Fbxl6,44,52,45,95
Slc52a2,6,14,12,12
Adck5,48,94,70,107
Cpsf1,93,104,61,102
Vps28,18,27,18,43
Tonsl,12,15,10,20
Tmem276-zftraf1,83,99,64,132
Cyhr1,88,76,66,116
Tmem276,28,17,23,45
Kifc2,57,69,37,63
Ppp1r16a,94,122,70,154
Gpt,16,31,10,33
Mfsd3,2,3,7,14
Recql4,13,8,3,20
Lrrc14,39,45,54,100
Lrrc24,18,21,21,50
C030006K11Rik,6,20,17,10
Arhgap39,580,647,432,890
Zfp251,102,176,101,172
Zfp7,17,31,26,43
Commd5,0,10,1,4
Rpl8,175,352,245,251
Zfp647,1,6,7,8
1110038F14Rik,55,68,36,87
Gm35933,4,4,6,2
Mb,3,3,3,2
Rbfox2,4025,4780,3684,8450
1700109K24Rik,28,48,48,85
Apol10b,2,2,2,4
Apol8,16,3,7,17
Myh9,736,857,541,1119
Gm56741,15,20,30,23
Txn2,101,122,132,250
Foxred2,61,56,50,96
Eif3d,62,72,64,171
Gm17638,17,23,22,47
Cacng2,20,25,5,20
A730060N03Rik,0,1,1,4
Ift27,26,31,19,48
Gm49694,6,2,0,3
Ncf4,1,4,0,1
Csf2rb2,5,1,0,0
Csf2rb,0,5,0,0
Tst,2,2,3,5
Mpst,4,4,6,2
Kctd17,23,24,21,37
Tmprss6,4,4,3,5
Il2rb,19,19,2,8
C1qtnf6,12,15,11,24
Sstr3,97,125,76,83
Rac2,6,7,0,2
Gm36738,5,5,8,2
Cyth4,11,19,8,7
Elfn2,3,4,1,0
Mfng,4,3,0,0
Card10,2,7,3,10
Cdc42ep1,4,2,0,3
Gga1,191,224,173,392
Sh3bp1,3,6,2,14
Pdxp,0,2,1,2
Lgals1,0,2,1,0
Nol12,65,87,54,86
Triobp,48,77,63,95
Gm10865,4,6,17,5
Gm17753,17,14,22,31
Gm49544,1,3,1,2
H1f0,134,205,264,257
Gcat,14,17,4,12
Galr3,0,0,1,1
Gm3924,5,3,5,5
Ankrd54,93,144,89,152
Eif3l,72,76,44,89
Micall1,119,156,123,180
1700088E04Rik,28,51,50,69
Polr2f,20,45,27,67
Gm10863,1,2,1,3
Pick1,250,399,215,512
Baiap2l2,32,82,62,108
Pla2g6,396,345,283,615
Maff,581,175,369,1145
Gm56727,4,4,2,15
Tmem184b,548,623,437,1134
Csnk1e,161,126,161,432
Gm16059,3,6,5,15
Kcnj4,8,9,7,7
Kdelr3,139,193,184,331
Ddx17,4301,4451,3346,7916
Dmc1,31,32,22,58
Fam227a,296,279,247,500
Cby1,26,74,66,78
Tomm22,21,14,11,33
Josd1,287,182,191,412
Gtpbp1,220,233,249,500
Sun2,113,69,107,202
Gm16576,8,6,20,19
Dnal4,16,23,29,53
Nptxr,125,55,120,229
Cbx6,259,323,238,414
D730005E14Rik,4,5,10,9
Apobec3,262,257,302,523
Cbx7,239,197,277,520
Pdgfb,12,15,2,3
Gm41361,5,7,3,9
Rpl3,158,281,162,256
Syngr1,53,61,70,69
Tab1,167,256,153,330
Mgat3,263,359,244,395
Mief1,122,149,123,232
Gm56706,0,1,4,4
Atf4,300,356,350,537
Rps19bp1,13,22,13,25
Cacna1i,9,15,3,13
Enthd1,4,4,0,3
Grap2,133,143,1,7
Fam83f,25,20,16,47
Tnrc6b,4933,4996,5159,9873
Gm49512,1,2,3,2
Adsl,96,110,74,178
Sgsm3,291,390,269,588
Mrtfa,1359,1483,1185,2539
8430426J06Rik,9,5,7,24
Slc25a17,215,281,221,460
St13,505,627,426,786
Xpnpep3,242,338,231,462
Rbx1,156,241,192,333
Gm56709,0,0,0,2
Ep300,1052,1008,914,1898
L3mbtl2,75,59,57,88
Chadl,10,10,5,20
Rangap1,232,325,173,390
Zc3h7b,312,404,286,555
Gm17597,0,3,1,3
Tef,219,353,328,810
Tob2,148,197,88,136
Phf5a,65,71,62,143
Aco2,525,646,495,1062
Polr3h,86,101,80,181
Csdc2,2,4,2,8
Pmm1,28,28,23,46
Xrcc6,230,311,238,506
Desi1,459,808,605,1036
Snu13,120,101,121,244
Ccdc134,73,139,120,239
Gm56711,5,4,11,6
Srebf2,617,593,670,1365
Septin3,74,60,61,109
Wbp2nl,5,1,8,8
Naga,256,249,267,411
Pheta2,3,5,0,5
Smdt1,58,64,65,118
Ndufa6,49,127,84,125
Gm56734,4,1,5,4
Gm56716,16,23,7,18
Gm56730,97,108,54,96
Cyp2d22,14,43,25,41
Cyp2d26,2,0,1,0
Tcf20,1969,2831,1939,3795
Gm20324,2,8,2,4
Gm29019,7,13,11,15
Nfam1,2,7,4,6
Serhl,79,96,89,142
Gm17206,7,3,4,9
Rrp7a,86,70,64,136
Poldip3,287,283,249,499
Cyb5r3,94,146,121,165
Gm49463,3,11,3,2
A4galt,15,9,34,29
Arfgap3,815,1112,783,1716
1700001L05Rik,16,16,23,24
Pacsin2,331,445,396,666
Ttll1,48,63,49,104
Bik,26,33,23,34
Mcat,16,37,29,36
Tspo,5,18,10,24
Ttll12,22,34,19,26
Gm52182,0,5,5,6
Scube1,0,3,1,8
Efcab6,1,5,5,7
Sult4a1,81,49,31,160
Pnpla3,14,18,18,15
Samm50,102,124,92,170
Parvb,6,11,3,6
Parvg,1,0,0,1
Shisal1,121,170,134,227
Rtl6,13,15,6,13
Prr5,0,0,0,1
Arhgap8,50,64,71,109
Phf21b,497,635,371,754
Gm29666,16,4,11,27
Gm56728,7,17,12,19
Nup50,244,210,256,456
5031439G07Rik,149,182,155,297
Upk3a,15,14,3,24
Fam118a,367,356,449,907
Smc1b,7,8,28,21
Ribc2,5,2,5,10
Fbln1,5,4,8,12
Atxn10,1468,1785,1550,2859
Gm56736,2,5,3,5
Gm49539,35,43,21,38
Lncppara,679,1047,722,988
Ppara,11,2,18,45
Cdpf1,17,24,13,24
Ttc38,65,61,66,108
Gtse1,1,4,2,9
Trmu,97,160,131,234
Celsr1,14,14,5,4
Gramd4,216,201,139,260
Cerk,351,511,280,620
Gm15569,0,2,0,0
2810001A02Rik,24,53,36,66
Tbc1d22a,2446,1933,2185,3670
A930001M01Rik,21,22,33,37
4930543I03Rik,3,3,1,4
Tafa5,588,231,431,1340
Brd1,998,1316,1018,1954
Zbed4,69,118,57,136
Alg12,71,105,26,100
Creld2,75,86,55,131
Pim3,156,84,216,670
Gm20621,2,1,0,2
Panx2,77,56,53,96
1810021B22Rik,10,25,12,15
Trabd,193,351,163,366
Selenoo,90,124,77,156
Tubgcp6,103,121,80,207
Hdac10,21,32,25,40
Mapk12,4,6,4,6
Mapk11,9,22,8,16
Plxnb2,310,259,257,464
Dennd6b,106,98,78,186
5730424H11Rik,5,6,8,1
Ppp6r2,723,865,598,1249
Sbf1,155,131,107,257
Adm2,1,0,0,0
Lmf2,32,22,16,43
Ncaph2,155,185,148,354
Sco2,2,4,4,8
4930423K06Rik,1,0,2,0
Cpt1b,42,27,38,103
Chkb,260,198,310,500
C730034F03Rik,13,30,45,49
Mapk8ip2,158,189,147,250
Arsa,19,18,34,37
C230037L18Rik,22,18,12,40
Gm41381,0,1,0,0
Shank3,100,128,85,157
Acr,38,47,57,116
Rabl2,74,72,64,127
Alg10b,42,38,40,51
Cpne8,715,724,750,1470
Kif21a,2343,2798,2809,5581
Abcd2,17,15,23,41
Slc2a13,661,734,581,1312
Lrrk2,190,127,122,271
Cntn1,75,109,9,89
Gm26760,101,55,66,111
Pdzrn4,348,349,236,488
Gxylt1,224,206,237,459
Yaf2,658,630,544,1231
Zcrb1,314,348,304,684
Pphln1,681,582,582,1176
Prickle1,1491,1894,1483,2913
Pus7l,18,20,20,29
Irak4,35,61,67,83
Twf1,132,137,152,354
Tmem117,1708,2618,1650,3765
Nell2,18,24,42,32
Dbx2,0,2,0,2
Gm49169,2,4,8,8
Gm6961,7,5,7,12
A130051J06Rik,4,2,4,5
Ano6,1894,1980,1732,4399
Gm49173,1,4,0,8
Gm17546,1,2,2,6
Gm49172,2,0,3,1
D030018L15Rik,17,16,14,17
2610037D02Rik,550,743,762,1135
4833422M21Rik,15,14,14,18
Arid2,1355,1534,1213,2563
Scaf11,1241,1222,1268,2308
Slc38a1,50,37,2,10
Slc38a2,845,641,1051,1933
Slc38a4,1269,1649,1259,3636
Gm32840,8,15,4,13
Gm32885,2,0,0,1
Amigo2,34,21,39,46
Pced1b,978,1027,1235,2160
Rpap3,76,95,78,115
Endou,1,2,0,4
Rapgef3,35,43,36,55
Rapgef3os1,0,0,0,0
Slc48a1,36,79,61,97
Hdac7,324,423,209,509
Vdr,560,686,471,957
Gm56696,1,5,1,0
Tmem106c,55,48,47,91
Senp1,312,424,305,674
Pfkm,99,129,108,158
Gm26513,5,0,10,10
Asb8,67,85,83,162
Ccdc184,17,13,19,42
Zfp641,220,228,246,432
Kansl2,172,251,164,330
Ccnt1,804,744,748,1948
9330020H09Rik,19,11,17,25
Tex49,3,2,6,9
Adcy6,614,666,569,1024
Gm29331,1,1,4,7
Cacnb3,93,97,79,132
Ddx23,277,288,268,562
Rnd1,2,2,6,8
Ccdc65,10,6,19,20
Fkbp11,12,28,25,33
Arf3,488,515,385,765
B130046B21Rik,2,3,10,10
Prkag1,378,340,416,833
Kmt2d,916,821,447,1058
5730414N17Rik,2,5,4,9
Rhebl1,19,17,21,39
Dhh,1,0,0,0
Lmbr1l,283,213,241,595
Tuba1b,28,14,18,12
Gm41396,3,9,3,3
Tuba1a,563,586,1013,925
4930578M01Rik,86,146,138,210
Gm56698,14,30,45,38
Tuba1c,23,40,87,53
Troap,2,0,1,1
Dnajc22,2,4,2,6
Spats2,427,382,409,784
Kcnh3,9,3,8,26
Mcrs1,48,51,45,109
1700120C14Rik,7,6,17,16
Fam186b,5,1,1,0
Prpf40b,414,463,310,679
Fmnl3,82,71,77,175
Tmbim6,377,440,430,883
Nckap5l,56,63,47,97
Nckap5los,2,6,1,8
Gm49484,1,2,1,3
Bcdin3d,18,44,31,29
Racgap1,33,20,17,41
Asic1,46,49,22,90
Smarcd1,169,186,172,318
Gm34939,2,3,1,0
Gpd1,29,41,36,66
Cox14,23,55,21,44
Cers5,430,488,461,908
Gm17058,7,7,5,14
Lima1,334,388,273,588
Gm17057,0,7,5,19
Gm49494,14,24,17,29
Fam186a,4,1,5,8
Larp4,775,731,769,1677
2310068J16Rik,3,10,12,11
Dip2b,1905,2207,1501,4115
4930478M13Rik,8,23,11,38
Gm56735,2,5,0,2
Atf1,448,366,399,865
Mettl7a1,39,44,51,75
Slc11a2,185,259,172,307
5330439K02Rik,11,41,18,21
Letmd1,51,99,86,118
Csrnp2,22,34,13,39
Tfcp2,216,325,218,420
Pou6f1,146,145,155,225
Gm49492,6,5,24,12
1110013H19Rik,3,1,3,6
C330013E15Rik,7,13,8,9
Dazap2,207,138,247,373
Smagp,2,10,1,8
Bin2,8,22,0,0
Cela1,1,4,5,4
Galnt6,21,12,0,0
Slc4a8,186,202,170,307
Scn8a,1154,1113,1069,1965
Fignl2,86,57,49,94
Acvrl1,9,10,0,3
Acvr1b,151,206,158,330
A330009N23Rik,0,0,0,2
Tamalin,19,12,5,47
Nr4a1,846,482,627,2469
Gm56721,73,31,71,180
Atg101,28,20,26,60
Smim41,1,0,0,15
Gm35853,1,4,2,6
Krt80,2,0,0,3
Gm671,39,69,49,97
Krt7,194,270,220,354
Krt87,0,0,3,4
Krt88,2,1,4,11
Krt90,4,4,10,16
Krt8,795,334,1129,1747
Gm36026,0,2,4,6
Krt18,194,219,411,650
Eif4b,311,334,274,531
Tns2,49,55,43,69
Spryd3,204,189,212,323
Csad,189,233,177,399
Zfp740,323,300,341,616
Itgb7,19,17,4,12
Rarg,95,138,97,154
Gm9918,2,2,2,3
Mfsd5,3,6,8,2
Espl1,0,0,2,1
Pfdn5,80,142,82,192
Myg1,36,49,42,82
Aaas,73,95,111,137
Gm36246,2,5,4,7
Gm56704,1,3,0,0
Sp1,304,295,287,536
Amhr2,4,3,0,9
Prr13,30,65,58,72
Pcbp2,1018,857,941,2391
Map3k12,117,152,98,180
Tarbp2,67,76,88,184
Npff,13,18,18,30
Atf7,938,1121,1036,1913
Atp5g2,113,177,137,196
Calcoco1,109,129,147,236
Hoxc5,3,11,2,6
Hoxc6,8,10,2,8
Hoxc4,16,17,14,13
Gm28876,4,10,7,9
D930007P13Rik,3,3,0,5
Smug1,38,72,51,74
Cbx5,423,527,355,722
Hnrnpa1,313,404,330,651
Copz1,258,292,339,502
Gm49482,4,5,3,4
Zfp385a,2,7,6,10
Itga5,0,0,0,0
Nckap1l,17,19,0,2
Pde1b,4,2,1,8
Ppp1r1a,45,68,7,41
Glycam1,1,0,0,2
Gm49272,10,15,4,13
Zfp263,142,117,108,263
Gm41409,19,12,34,81
Zfp174,81,104,75,121
Zfp597,98,164,94,174
Naa60,122,186,104,212
1700037C18Rik,27,60,47,88
Cluap1,336,382,327,610
Gm15537,2,2,2,2
Nlrc3,10,26,18,34
Slx4,74,85,47,96
Gm15879,40,24,29,55
Dnase1,0,0,1,3
Trap1,179,221,157,333
Crebbp,2871,2561,2324,5406
Adcy9,2012,2224,1586,3568
Gm56602,6,24,35,31
Srl,14,24,19,23
Tfap4,15,10,17,16
Glis2,212,181,151,285
Pam16,33,64,45,92
Coro7,222,248,178,428
Vasn,5,10,10,13
Dnaja3,121,188,89,176
Nmral1,17,19,14,24
Hmox2,111,174,107,226
Gm15859,1,1,2,3
Cdip1,456,609,489,1165
Gm15835,2,1,0,5
4930562C15Rik,4,9,6,25
Ubald1,97,69,94,225
Mgrn1,722,738,772,1561
Gm16861,3,7,4,15
Nudt16l1,26,20,15,27
Anks3,306,376,237,500
Smim22,28,28,17,16
Gm42477,63,71,79,122
Rogdi,89,99,87,159
Glyr1,1497,1216,1495,3876
Ubn1,1581,1243,1431,3868
Ppl,143,135,143,428
Sec14l5,1,3,3,16
Nagpa,23,27,23,29
AU021092,0,0,0,0
Alg1,42,62,68,110
Eef2kmt,82,152,101,138
Gm15983,12,21,7,31
Gm41414,22,11,34,51
Rbfox1,1885,1105,2179,5154
Mettl22,44,65,49,96
Abat,597,700,370,927
Tmem186,27,63,45,90
Pmm2,225,248,228,420
Carhsp1,19,28,25,37
Litafd,4,2,0,2
Usp7,881,853,688,1470
Hapstr1,683,465,632,1404
Grin2a,29,22,58,63
Emp2,11,12,7,11
Tekt5,2,4,5,5
Nubp1,31,57,30,71
Tvp23a,52,83,51,78
Ciita,24,20,1,4
Dexi,154,195,113,198
Clec16a,683,839,631,1322
Gm15558,4,6,3,9
Socs1,3,5,1,4
Gm46563,9,4,4,15
Rmi2,5,11,4,6
Litaf,95,57,91,196
Snn,10,3,3,7
Txndc11,1014,1341,1034,2815
Zc3h7a,1257,1308,1043,1987
4930509G22Rik,11,17,6,20
Rsl1d1,269,203,187,380
2610020C07Rik,90,123,140,190
Gspt1,475,583,400,794
Gm56597,2,3,1,2
Snx29,1116,1104,971,1994
Cpped1,459,563,490,880
Gm9961,0,3,2,6
4930414F18Rik,1,2,8,12
Ercc4,205,240,195,354
Mrtfb,1542,1606,1531,3344
Gm15738,65,88,94,181
Parn,698,759,748,1457
Bfar,210,239,346,608
A930007A09Rik,5,3,7,7
Rrn3,122,189,129,223
Ntan1,93,165,110,227
Pdxdc1,1610,1645,1480,3252
Mpv17l,215,395,280,506
Bmerb1,25,17,16,32
Marf1,582,657,504,1069
Nde1,22,32,14,36
Myh11,17,11,6,4
Cep20,136,173,154,296
Abcc1,268,317,287,439
Snai2,9,10,6,15
Gm33696,27,45,63,91
Efcab1,946,1009,1289,2014
Ube2v2,266,326,275,596
Mcm4,135,32,86,232
Prkdc,575,726,558,1018
Mzt2,25,20,14,46
Gm56598,5,2,4,5
Cebpd,16,7,15,37
Spidr,352,340,332,652
Pkp2,109,131,103,295
Yars2,18,20,17,26
Dnm1l,820,961,833,1581
Gm49521,10,11,31,35
Fgd4,1516,1608,1642,2981
Spag6l,152,62,122,284
Top3b,324,387,364,640
Ppm1f,55,58,52,98
Gm49595,4,7,8,3
Mapk1,1091,1263,1079,2234
1700056N10Rik,35,32,38,69
Ypel1,45,40,53,110
Ppil2,243,309,276,485
Gm49584,8,5,7,14
2610318N02Rik,1,7,3,12
Sdf2l1,8,29,19,16
Ccdc116,13,17,23,44
Ydjc,13,27,9,27
Ube2l3,361,382,317,716
Hic2,258,174,254,743
Tmem191,41,30,43,83
Pi4ka,1361,1416,1262,2654
Serpind1,4,6,13,18
Snap29,62,81,84,91
Crkl,183,293,230,389
Aifm3,22,28,30,36
Lztr1,136,205,119,254
Thap7,20,20,32,50
Gm49785,1,8,1,7
Lrrc74b,4,0,8,5
P2rx6,2,5,6,4
Slc7a4,28,27,27,53
Smpd4,135,115,94,201
Ccdc74a,5,1,4,6
Med15,623,669,555,1234
Klhl22,185,265,175,378
Scarf2,1,0,0,3
B830017H08Rik,7,18,6,11
Car15,3,6,1,5
Dgcr2,384,389,373,752
Ess2,34,35,30,74
Slc25a1,26,33,29,61
Dgcr6,28,20,29,20
Prodh,6,7,9,13
Rtn4r,3,1,4,2
4933432I09Rik,2,1,0,4
4930483P17Rik,1,1,3,11
Zdhhc8,187,208,138,293
Ranbp1,84,96,77,151
Trmt2a,130,154,134,244
Dgcr8,211,262,242,401
Tango2,319,386,354,591
Arvcf,236,189,174,286
Comt,300,343,270,546
Gm15764,10,7,9,15
Txnrd2,115,134,106,210
Gnb1l,99,129,73,186
Tbx1,24,10,30,19
4930588K23Rik,4,0,7,9
Gp1bb,3,2,1,5
Septin5,13,20,12,17
Cdc45,10,15,5,21
Ufd1,315,401,328,660
2510002D24Rik,131,150,105,186
Mrpl40,23,37,24,40
Hira,669,730,605,1304
2010309G21Rik,5,1,0,0
Iglc2,1,0,0,0
Gm43388,4,9,1,2
Gm56600,5,6,0,0
B3gnt5,21,9,0,3
Klhl6,26,20,0,4
Klhl24,365,401,627,949
Yeats2,694,646,784,1400
Parl,80,180,163,236
Cyp2ab1,4,2,2,28
Abcc5,1088,1222,927,1908
Eif2b5,107,107,144,221
Gm16618,7,6,6,8
Dvl3,124,156,119,230
Ap2m1,66,92,42,107
Abcf3,140,174,141,298
Gm49745,4,4,5,14
Vwa5b2,1071,1107,1104,2297
Gm49748,1,4,3,7
Alg3,14,36,15,33
Eef1akmt4,22,38,33,70
Camk2n2,39,36,39,112
Ece2,163,263,164,300
Psmd2,123,152,87,208
Eif4g1,1216,1313,913,2053
Fam131a,138,171,164,366
Clcn2,53,37,39,104
Polr2h,83,36,81,173
Thpo,4,3,5,9
Chrd,4,12,6,13
Ephb3,1,1,1,2
Gm56612,2,2,3,3
Vps8,458,544,373,902
2510009E07Rik,476,678,499,810
Ehhadh,35,60,59,82
1300002E11Rik,63,48,49,103
Map3k13,104,121,144,203
Tmem41a,5,8,11,6
Liph,3,5,9,5
Senp2,726,757,673,1646
Igf2bp2,94,93,68,181
Tra2b,2977,1514,2788,5780
Etv5,96,219,65,140
Dgkg,56,83,35,55
Gm15651,9,17,2,13
Tbccd1,103,150,114,262
Dnajb11,201,199,162,418
Eif4a2,902,982,900,1909
Rfc4,12,11,17,26
6330408M09Rik,8,21,17,30
B630019A10Rik,2,3,0,3
BC106179,1,7,5,9
St6gal1,1076,1248,971,2117
Masp1,0,2,1,1
Rtp4,6,0,0,3
Sst,504,1411,457,384
Bcl6,146,125,162,266
Gm56627,0,1,3,4
Lppos,29,61,53,85
Lpp,5345,6034,5520,12110
Trp63,0,1,0,0
P3h2,667,727,394,1272
AU015336,10,8,4,14
Cldn1,0,0,0,1
Il1rap,180,152,239,381
Gm20319,1,3,3,7
Ccdc50,876,1007,940,1906
Fgf12,11296,15584,11895,28747
Mb21d2,511,568,448,992
Plaat1,2,3,1,4
Opa1,637,740,638,1236
Gm49636,12,24,10,25
Gm26569,1,5,9,7
Gm1968,2,6,21,14
4632428C04Rik,27,72,28,59
9030404E10Rik,20,25,33,41
Hes1,105,98,57,171
Atp13a3,1210,683,758,2512
Gm56606,20,21,16,47
Tmem44,4,4,5,7
Lsg1,338,292,320,766
Fam43a,7,23,7,16
Gm46565,94,99,137,189
Xxylt1,121,152,101,184
Acap2,715,936,668,1379
Ppp1r2,456,525,503,841
Gm49767,2,0,1,1
Apod,15,11,42,39
Bdh1,10,43,9,17
Gm15743,0,0,0,0
Gm49695,0,0,0,0
Gm46560,2,6,14,11
Dlg1,2449,2280,2719,5201
Meltf,7,5,0,13
Ncbp2as2,8,10,7,7
Ncbp2,75,96,83,164
Senp5,546,669,526,1154
Pak2,497,633,533,930
Pigx,41,46,42,70
Cep19,17,50,23,25
Nrros,23,27,8,12
Fbxo45,91,79,51,114
Wdr53,49,44,37,91
Rnf168,179,214,157,354
Ubxn7,683,766,635,1182
Tm4sf19,1,2,0,2
Dynlt2b,26,51,40,71
Pcyt1a,433,395,381,899
Zdhhc19,57,88,57,77
Gm34680,5,0,1,1
Tfrc,425,452,332,653
Tnk2,229,275,196,426
Muc4,81,125,11,46
Muc20,2,2,4,1
Rubcn,371,547,375,687
Fyttd1,592,575,651,1229
Lrch3,1357,1574,1279,2730
Gm17106,80,125,119,159
Iqcg,24,16,21,42
Rpl35a,137,248,217,236
Lmln,181,178,204,332
Osbpl11,282,255,249,507
Snx4,554,716,540,1020
1700007L15Rik,7,10,26,25
Zfp148,3172,3613,2949,6604
Slc12a8,36,31,44,99
Heg1,1431,1593,1323,2983
Gm15657,2,15,25,17
Muc13,2,2,3,15
Itgb5,177,219,192,298
Umps,48,96,56,120
Kalrn,1865,1344,1154,3397
Ccdc14,76,70,77,136
Mylk,3,7,3,5
Gm21691,18,14,17,32
Hacd2,701,818,678,1708
Adcy5,52,19,10,117
Sec22a,571,732,636,1348
Pdia5,404,730,460,886
Sema5b,5,4,3,7
Slc49a4,373,336,427,653
Hspbap1,176,198,177,354
Parp14,189,180,168,261
Dtx3l,28,30,13,21
Parp9,127,101,73,143
Gm15564,10,35,19,27
Kpna1,1260,675,1062,2606
Wdr5b,43,49,25,44
Fam162a,118,359,205,268
Ccdc58,187,410,295,411
Casr,883,1689,909,2685
Gm49662,1,2,5,3
Cd86,58,45,2,2
Ildr1,284,424,362,615
Slc15a2,329,179,163,396
Gm56626,56,24,46,44
Eaf2,89,142,159,220
Iqcb1,765,610,873,1719
2600002D14Rik,5,4,6,16
Golgb1,3326,4473,3330,5639
4930565N06Rik,12,36,23,26
Hcls1,5,8,3,17
Polq,29,22,28,32
Stxbp5l,1666,2088,1665,3465
Gtf2e1,66,118,82,151
Rabl3,125,166,217,364
Hgd,7,6,8,18
Ndufb4,23,30,21,27
Fstl1,12,3,1,4
Lrrc58,520,458,450,939
Gpr156,4,5,2,3
Gsk3b,1969,2104,1973,3955
Nr1i2,1,2,1,3
Cfap91,60,75,91,143
Cox17,42,64,81,57
Popdc2,1,3,2,4
Pla1a,6,4,2,4
Adprh,22,34,22,35
D930030I03Rik,3,4,2,5
Cd80,17,11,5,6
Timmdc1,267,500,321,610
Gm56613,4,9,4,5
Poglut1,115,162,93,183
Tmem39a,779,872,886,2011
